name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,grpradeg,grpdedeg,logmh_e17,logmhdynh_e17,grp_e17,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b,tf_type,nndist_kd,tf_confidence
rf0522,0.01,0.568669,0.02,0.01,0.42,0.05,16.07,0.1,-99,22.73,0.04,1.0490722,0.11,2.8,1.12,0.13,4.8910751,0.07,-99,-99,2.51,19.2,17.29,18.58,0.823421,2.0321,0.02,-99,18.28,0.92,0.24,5.99,-99,0.02,3.34754,4.14756,2.13886,1.88411,8.13,-99,5475,-99,0.03,-15.96,2.83212,18.04,0.24,0.03,0.05,5475,0.57,-99,0.03,16.34,20.51,0,1.23766E+18,-999,-999,1.73624E+18,-999,0.26533,0.42348,0.21221,1,0,-999,-999,5.87731E+17,0.91751,4.34265E+17,-999,1.73624E+18,-999,1.23766E+18,0,8.29,0,0.004103082,8.18397045,7.65312,0.026924173,8.03,-99,-99,notineco,-99,-999,E,340114000,0,0,0,0,0.00723957,0,0.0108,0,0,1,0,ALFALFA,0,0,0,0,1,0,-15.9584,0,0,10.8281,1,10.6227,1,0,1,9.6975,402,8.7745,0,0,0,0.0305817,0.537468,8.11,0,0,0,0,0,0,0,1.9023,1.98326,3.1505,2.67681,-16.0885,3.925,0.507277,1.75547,0.735068,0,0.2078,0,0,8.255,4.891,1.049,0,0,411,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.635227363,-10998
rf0523,0.01,0.582201,0.02,0.01,0.83,0.05,15.54,0.1,-99,22.54,0.04,0.72944314,0.09,1.53,0.73,0.13,4.9970127,0.07,-99,-99,4.96,18.46,16.44,17.8,0.83596,2.01835,-0.01,-99,17.51,0.69,0.23,11.45,-99,0.02,3.31694,4.07586,2.13455,1.88079,8.55,-99,5850.6,-99,0.03,-16.79,2.77727,17.28,0.24,0.03,0.07,5617,2.31,-99,0.03,16.41,19.44,0,1.23766E+18,-999,-999,1.67996E+18,-999,0.20611,0.20634,0.10675,1,0,-999,-999,5.87731E+17,0.705536,4.20188E+17,-999,1.67996E+18,-999,1.23766E+18,0,8.59,0,0.006628015,7.95491743,7.9383,0.025420434,8.35,-99,-99,notineco,-99,-999,L,448841000,0,0,0,0,0.010446,0,0.0613,0,0,1,0,ALFALFA,0,0,0,0,1,0,-17.8645,0,0,10.9209,0,10.8979,1,0,2,8.9595,12,8.5185,0,0,0,0.0126749,0.345448,8.47,0,0,0,0,0,0,0,1.96176,2.05718,3.22377,2.71115,-16.8508,3.97316,0.55266,1.81467,0.795164,0,0.2034,0,0,8.645,5.0072,0.6539,10.88,10.94,12,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.111124487,-10998
rf0524,0.01,0.187639,0.02,0.01,0.65,0.05,15.88,0.09,-99,19.48,0.04,1.1146133,0.12,1.36,0.83,0.13,5.0747805,0.07,-99,15.73,4.21,18,17.13,17.76,0.308836,1.3859,-0.12,-99,17.61,0.8,0.22,9.95,-99,0.06,2.25098,3.03347,1.17391,1.05272,8.09,-99,5816,-99,0.04,-16.91,2.1684,17.47,0.23,0.03,0.1,5816,0.1,0.25,0.03,16.42,18.76,0,1.23766E+18,0.483105,6.502,7.7471E+17,0.8498,0.31898,0.38631,0.28186,1,0,7.309,8.9368,5.87731E+17,0.921025,1.93879E+17,0.4139,7.7471E+17,0.5419,1.23766E+18,0,8.25,0,0.08788189,7.63124037,9.04829,0.1069401,8.01,-99,-99,notineco,-99,-999,L,798290000,0.379279,0,0,0,0.065431,6.05659,0.0929,3.54596,0,0,0,ALFALFA,130333000,0,88.8965,-0.369559,1,0,-16.908,0,0,10.824,1,10.8239,1,0,1,9.6975,403,8.7745,0,0,0,3.03543,3.0353,8.09,0,?,0,X,0,0,2000,1.19211,0.985769,1.98262,1.92374,-17.0904,2.71425,0.117222,0.907734,0.195257,20.0966,0.197,0.3534,0,9.075,5.0747,1.1146,0,0,412,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,0.744338786,0
rf0525,0.01,0.609254,0.02,0.01,-99,0.05,-99,0.09,-99,23.32,0.03,0.83174305,0.08,-99,1.3,0.12,5.2824719,0.06,-99,-99,3.22,19.14,17.49,18.51,0.87024,2.08309,-0.01,-99,18.2,0.55,0.21,7.76,-99,0.02,3.41214,4.19641,2.19929,1.9383,8.27,-99,5736.92,-99,0.03,-16.04,2.86736,17.97,0.22,0.03,0.06,5515.5,0.34,-99,0.03,-99,20.47,0,1.23766E+18,-999,-999,1.73626E+18,-999,0.19888,0.22389,0.028981,1,0,-999,-999,5.87731E+17,0.584727,4.34265E+17,-999,1.73626E+18,-999,1.23766E+18,0,8.29,0,0.00222574,8.10796261,7.60483,0.006845461,8.11,-99,-99,notineco,-99,-999,E,409593000,0,0,0,0,0.0199999,0,0.0094,0,0,1,0,ALFALFA,0,0,0,0,3,0.165,-21.5563,12.65,109.42,12.2979,0,12.1659,1,0.161,4,10.7845,14,10.7755,12.46,87.41,12.13,0.00796275,0.269473,8.27,0,0,0,0,0,0,0,2.04024,2.14866,3.34888,2.81642,-16.1076,4.12506,0.587649,1.8963,0.840011,0,0.188,0,0,8.355,5.21214,0.887275,12.17,12.16,14,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.02921171,-10998
rf0526,0.01,0.355721,0.02,0.01,1.15,0.05,-99,0.09,-99,20.96,0.04,1.126337,0.19,-99,0.89,0.12,5.5868098,0.07,-99,15.79,2.35,19.35,18.15,18.94,0.617503,2.04665,0.19,-99,18.67,0.75,0.22,6.07,-99,0.04,2.89165,3.9147,1.4625,1.20072,7.79,-99,5328.1,-99,0.04,-15.54,3.0697,18.44,0.23,0.03,0.05,5328.1,0.13,0.33,0.03,16.16,20.2,0,1.23766E+18,-999,-999,7.74731E+17,-999,0.47298,0.5628,0.25835,1,0,-999,-999,5.87731E+17,0.787108,1.93879E+17,-999,7.74731E+17,-999,1.23766E+18,0,7.95,0,0.068795986,7.99654579,7.81751,0.068795986,7.71,-99,-99,notineco,-99,-999,E,331390000,0,0,0,0,0.0174173,0,0.0536,0,0,1,0,ALFALFA,0,0,0,0,1,0,-15.5365,0,0,10.7783,1,10.509,1,0,1,9.6975,404,8.7745,0,0,0,2.33772,2.33772,7.79,0,0,0,0,0,0,0,1.33286,0.734633,1.87807,2.17217,-16.2307,2.71738,0.0853806,0.630593,0.189421,21.5783,0.1953,0.8086,0,8.105,5.5868,1.1263,0,0,413,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.884445489,-10998
rf0527,0.01,0.340872,0.02,0.01,0.55,0.05,15.95,0.09,-99,20.21,0.03,-0.82937769,0.1,0.39,0.39,0.12,6.1214285,0.06,-99,-99,2.85,18.38,16.88,17.95,0.537727,1.71782,0.07,-99,17.76,0.56,0.22,6.8,-99,0.02,2.7469,3.57494,1.56681,1.36996,8.15,-99,5084.3,-99,0.04,-16.42,2.54585,17.63,0.22,0.03,0.06,5084.3,0.09,-99,0.03,15.85,19.48,0,1.23766E+18,-999,-999,1.22394E+18,-999,0.57111,1.9587,0.30514,1,0,-999,-999,5.88016E+17,0.562401,3.06191E+17,-999,1.22394E+18,-999,1.23766E+18,0,8.37,0,0.045838162,8.15835953,8.4628,0.050860528,8.01,-99,-99,notineco,-99,-999,E,0,0,0,0,0,0.00953241,0,0.0113,0,0,0,0,None,0,0,0,0,1,0,-16.4155,0,0,10.837,1,10.727,1,0,1,9.6975,405,8.7745,0,0,0,0.678561,0.675877,8.15,0,0,0,0,0,0,0,1.38185,1.2163,2.26568,2.13004,-16.7075,3.01387,0.209932,1.09377,0.332466,20.4191,0.1901,0.11,0,8.635,6.1212,-0.8294,0,0,414,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,3.815586913,-10998
rf0528,0.01,0.280285,0.02,0.01,-99,0.05,15.6,0.09,-99,19.69,0.03,-1.0508147,0.08,0.36,0.84,0.12,6.2680114,0.06,-99,-99,2.93,17.99,16.63,17.63,0.453194,1.61435,0.08,-99,17.47,0.82,0.21,7.11,-99,0.02,2.55228,3.37879,1.39112,1.21821,8.01,-99,4255.6,-99,0.04,-16.35,2.44086,17.32,0.21,0.03,0.03,4255.6,0.05,-99,0.02,-99,18.93,0,1.23766E+18,-999,-999,4.40306E+17,-999,0.93465,1.6737,0.75481,1,0,-999,-999,5.88016E+17,0.888512,1.10279E+17,-999,4.40306E+17,-999,1.23766E+18,0,8.19,0,0.057143918,8.15936279,8.36668,0.062651848,7.91,-99,-99,notineco,-99,-999,E,0,0,0,0,0,0.0193551,0,0.0529,0,0,0,0,None,0,0,0,0,1,0,-16.348,0,0,10.8083,1,10.7126,1,0,1,9.6975,406,8.7745,0,0,0,1.52679,1.52681,8.01,0,0,0,0,0,0,0,1.26485,1.04136,2.06142,2.00302,-16.6629,2.7996,0.14953,0.946105,0.244787,19.8115,0.1822,0.0644,0,8.525,6.2681,-1.0509,0,0,415,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,2.086197545,-10998
rf0529,0.01,0.393987,0.02,0.01,-99,0.04,16.05,0.08,-99,20.59,0.03,-1.2310943,0.11,0.63,0.37,0.11,6.325127,0.06,-99,-99,5.08,18.71,17.19,18.23,0.617627,1.8433,-0.04,-99,18.03,0.31,0.2,10.24,-99,0.02,2.82431,3.67427,1.59864,1.375,8.17,-99,5551.5,-99,0.02,-16.33,2.69326,17.89,0.2,0.03,0.04,5551.5,0.3,-99,0.02,-99,19.71,0,1.23766E+18,-999,-999,1.22392E+18,-999,0.94504,1.9073,0.62359,1,0,-999,-999,5.88016E+17,0.321021,4.34547E+17,-999,1.22392E+18,-999,1.23766E+18,0,8.35,0,0.064198583,7.42891598,8.51221,0.072499575,8.03,-99,-99,notineco,-99,-999,L,0,0,0,0,0,0.0188614,0,0.0238,0,0,0,0,None,0,0,0,0,1,0,-16.3273,0,0,10.8416,1,10.7082,1,0,1,9.6975,407,8.7745,0,0,0,0.488736,0.488106,8.17,0,0,0,0,0,0,0,1.38089,1.09018,2.14164,2.12456,-16.7229,2.88531,0.207144,0.967898,0.32943,20.6702,0.174,0.3047,0,8.675,6.325,-1.2311,0,0,416,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.94632451,-10998
rf0530,0.01,0.232813,0.02,0.01,0.2,0.05,13.92,0.09,13.87,18.06,0.04,0.52546315,0.05,0.42,0.18,0.13,6.3331123,0.07,0.29,14.83,3.07,16.45,15.26,16.11,0.376276,1.47747,0.21,14.11,15.99,0.74,0.23,10.22,0.14,0.02,2.39476,3.18459,1.29357,1.1501,8.55,-99,4344.7,-99,0.03,-17.92,2.2673,15.85,0.24,0.03,0.05,4344.7,0.03,0.12,0.02,14.51,17.32,0,1.23766E+18,-999,-999,4.39265E+17,-999,1.7088,1.7595,1.1732,1,0,-999,-999,5.88016E+17,0.736645,1.09998E+17,-999,4.39265E+17,-999,1.23766E+18,0,8.73,0,0.20494428,8.9014473,8.89716,0.26354054,8.47,-99,-99,notineco,-99,-1.5,E,563673000,0.182836,0,0,0,0.0247568,9.70141,0.0248,3.3276,0,0,0,ALFALFA,90915000,0,89.1514,0.0365882,1,0,-17.9212,0,0,10.9349,1,10.9989,1,0,1,9.6975,19,8.7745,0,0,0,1.80419,1.80394,8.55,0,?,0,0,0,0,0,1.2393,1.05858,2.06277,1.96824,-18.1152,2.79171,0.144691,0.968155,0.235121,18.4903,0.2023,0.0337,0,9.055,6.333,0.5253,0,0,19,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,1.30498426,-10998
rf0531,0.02,0.212346,0.02,0.01,0.92,0.06,17.37,0.1,-99,20.19,0.04,1.0944631,4.84,3.2,0.62,0.14,6.6369139,0.07,-99,15.9,3.82,18.88,17.59,18.57,0.35628,1.47759,0.09,-99,18.41,0.74,0.25,9.28,-99,0.03,2.22831,3.04071,1.107,0.963065,7.73,-99,5499.9,-99,0.04,-15.96,2.28999,18.18,0.25,0.03,0.04,5449.2,0.06,0.19,0.04,17.37,19.51,0,1.23768E+18,-999,-999,1.22397E+18,-999,0.47264,1.4269,0.11057,1,0,-999,-999,5.87731E+17,0.705294,3.06191E+17,-999,1.22397E+18,-999,1.23768E+18,0,7.85,0,0.072923636,7.43405151,8.42519,0.076158095,7.65,-99,-99,notineco,-99,-999,L,354413000,0,0,0,0,0.0137897,0,0.0263,0,0,1,0,ALFALFA,0,0,0,0,1,0,-19.4905,0,0,11.2269,0,11.3229,1,0,2,9.7585,21,9.3085,0,0,0,3.47255,3.47218,7.73,0,0,0,0,0,0,0,1.08153,0.71885,1.67726,1.79056,-16.3391,2.38629,0.0672588,0.66299,0.123119,20.4273,0.218,0.0748,0,8.505,6.6041,1.02,11.32,11.03,21,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.111287551,-10998
rf0532,0.01,0.225084,0.02,0.01,0.62,0.04,16.03,0.07,-99,19.53,0.03,-0.16771007,0.33,0.82,0.61,0.1,7.2011477,0.05,-99,-99,5.58,18.24,17.22,17.95,0.377306,1.51853,0.08,-99,17.81,0.45,0.18,11.52,-99,0.02,2.27914,3.10572,1.13792,0.985702,8.05,-99,5911.2,-99,0.04,-16.74,2.3451,17.71,0.18,0.02,0.04,5911.2,0.04,-99,0.02,15.93,18.97,0,1.23766E+18,-999,-999,1.2239E+18,-999,0.95036,1.2033,0.73595,1,0,-999,-999,5.87731E+17,0.480045,3.06191E+17,-999,1.2239E+18,-999,1.23766E+18,0,8.17,0,0.15646576,7.19772482,8.59376,0.16530478,7.99,-99,-99,notineco,-99,-999,L,280308000,0.104006,0,0,123.648,0.0132233,4.92398,0.0298,6.64705,0,0,0,AO,21481400,0,104.999,-0.226545,1,0,-16.74,0,0,10.816,1,10.7923,1,0,1,9.6975,409,8.7745,0,0,0,3.41333,3.41681,8.05,0,1,0,0,0,0,0,1.08086,0.708809,1.67002,1.79349,-17.1492,2.38266,0.0647392,0.653904,0.119644,19.7322,0.1567,0.0325,0,8.695,7.2008,-0.1673,0,0,418,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,1.223448947,-10998
rf0533,0.02,0.269381,0.02,0.01,0.52,0.06,12.81,0.1,12.73,16.71,0.04,0.41036628,0.03,0.39,0.06,0.14,7.4100491,0.07,0.32,13.45,10.86,15.06,13.76,14.69,0.425577,1.52776,-0.06,12.56,14.51,0.69,0.24,22.55,0.27,0.04,2.46702,3.24435,1.36484,1.20864,9.19,-99,4293.4,-99,0.02,-19.32,2.30509,14.43,0.25,0.03,0.03,4293.4,0.02,0.21,0.02,12.07,16.02,0,1.23766E+18,-999,-999,4.40365E+17,-999,1.1593,1.546,0.9907,1,0,-999,-999,5.87731E+17,0.816633,1.10279E+17,-999,4.40365E+17,-999,1.23766E+18,0,9.37,62.2978,0.67423936,8.04341602,9.21502,0.73168168,9.07,-99,-99,notineco,-99,7,L,1171910000,0.107212,0,0,0,0.0482779,9.14565,0.0359,4.2453,0,0,0,ALFALFA,88780700,0,157.175,-0.0771263,1,0,-19.3242,0,0,11.1859,1,11.2899,1,0,1,9.6975,23,8.7745,0,0,0,0.882816,0.88284,9.19,1,?,0,1,0,0,1000000,1.30821,1.13773,2.15389,2.03246,-19.4961,2.87814,0.184511,1.03019,0.292053,17.0003,0.214,0.02,0,9.505,7.4099,0.4104,0,0,23,11.63,1,11.54,11.14,20012,4.18,11.28,1,4.13,1,10013,11.21,11.11,1,-10998,0.982145864,-10998
rf0534,0.02,0.243125,0.03,0.01,1.04,0.06,16.5,0.11,-99,20.79,0.04,0.54203207,0.29,0.82,0.53,0.15,7.7201935,0.08,-99,-99,3,18.99,17.19,18.68,0.401116,1.57268,0.04,-99,18.52,0.42,0.26,5.94,-99,0.02,2.53274,3.38117,1.36118,1.20319,7.83,-99,5886.3,-99,0.04,-16,2.42111,18.42,0.27,0.03,0.04,5836.1,0.16,-99,0.02,16.11,20.01,0,1.23766E+18,-999,-999,1.22402E+18,-999,0.16104,0.33089,0.019555,1,0,-999,-999,5.88016E+17,0.425354,3.06191E+17,-999,1.22402E+18,-999,1.23766E+18,0,8.01,0,0.032245509,7.48349476,8.45201,0.032245509,7.75,-99,-99,notineco,-99,-999,L,1788080000,0,0,210516000,0,0.0177342,6.5752,0.0181,3.23555,1,0,389100000,ALFALFA,180449000,246557000,170.352,0,2,0,-19.8853,0,0,11.3419,0,11.4349,1,0,3,9.8945,25,9.5705,0,0,0,2.13557,2.12146,7.83,0,0,0,0,0,0,0,1.31918,1.11271,2.18043,2.10242,-16.2353,2.96368,0.149948,1.0112,0.251453,21.2829,0.2315,0.2051,0,8.545,7.73497,0.48215,11.44,11.36,25,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.01969107,-10998
rf0535,0.01,0.157358,0.02,0.01,0.83,0.05,14.91,0.09,-99,18.43,0.04,0.55872602,0.14,0.42,0.72,0.12,7.9481191,0.07,-99,15.33,12.37,16.96,16.41,16.78,0.256683,1.28498,-0.09,14.99,16.61,0.56,0.22,27.12,1.44,0.05,2.15816,2.91147,1.12986,1.03054,8.43,-99,5662.2,-99,0.08,-17.82,2.03829,16.52,0.22,0.03,0.06,5662.2,0.05,0.27,0.04,15.15,17.9,1,1.23766E+18,0.0950642,22.9591,7.75896E+17,0.4597,0.32739,0.32806,0.32103,1,0,24.6093,27.0809,5.88016E+17,0.423596,-999,0.3852,7.75896E+17,0.0847,1.23766E+18,0,8.55,71.4433,0.17389873,6.98577023,9.36992,0.17389873,8.35,-99,-99,notineco,-99,10.5,L,1674140000,0.153796,0,0,0,-99,4.61541,0,5.31679,0,0,0,ALFALFA,120491000,0,126.482,0.184088,1,0,-17.8205,0,0,10.9019,1,10.9799,1,0,1,9.3745,27,8.4325,0,0,0,3.69633,3.69657,8.43,1,?,0,1,0,0,100000,1.17888,1.02758,2.01174,1.90412,-17.9457,2.73698,0.119036,0.951899,0.194714,18.9021,0.1925,0.0276,0,9.405,7.9469,0.5621,10.97,10.64,27,11.28,0,0,11.03,20274,7.97,11.23,0,0,1,0,0,0,1,1,2.442925532,4
rf0536,0.01,0.205595,0.02,0.01,0.17,0.04,13.23,0.08,13.77,17.04,0.03,0.20137739,0.03,0.27,0.12,0.11,8.312235,0.06,0.3,14.18,9.21,15.63,14.54,15.33,0.329798,1.37434,-0.04,13.7,15.2,0.46,0.19,21.27,0.09,0.02,2.23517,2.97955,1.19063,1.06642,8.83,-99,4282.2,-99,0.02,-18.66,2.11872,15.08,0.19,0.02,0.04,4282.2,0.02,0.1,0.02,13.63,16.45,0,1.23766E+18,-999,-999,4.40399E+17,-999,0.98812,1.1336,0.69544,1,0,-999,-999,5.88016E+17,0.567239,1.10279E+17,-999,4.40399E+17,-999,1.23766E+18,0,8.97,64.2425,0.43056348,7.93494987,9.35463,0.51410438,8.71,-99,-99,notineco,-99,7,L,1616220000,0.111323,0,0,0,0.0626603,10.0463,0.0675,7.45727,0,0,0,ALFALFA,79486300,0,118.858,0.00287144,1,0,-18.6584,0,0,11.0439,1,11.1399,1,0,1,9.6975,29,8.7745,0,0,0,1.58491,1.58491,8.83,1,1,0,1,0,0,1000000,1.19274,1.01032,1.98118,1.89075,-18.8097,2.67918,0.138088,0.926525,0.221886,17.2465,0.165,0.019,0,9.465,8.3118,0.201,0,0,29,11.77,0,0,11.11,20017,2.81,11.54,0,0,1,0,0,0,1,-10998,0.727856858,-10998
rf0537,0.01,0.258229,0.02,0.01,0.44,0.04,16.13,0.08,-99,19.98,0.03,0.531977,0.1,0.93,0.34,0.11,8.8726331,0.06,-99,-99,2.9,18.15,17.07,17.82,0.411992,1.52056,0.13,-99,17.66,0.64,0.19,7.22,-99,0.03,2.52737,3.32634,1.4188,1.26504,7.91,-99,4292.1,-99,0.03,-16.17,2.31953,17.49,0.2,0.03,0.05,4292.1,0.07,-99,0.02,16.1,19.19,0,1.23766E+18,-999,-999,7.75917E+17,-999,0.59834,0.69705,0.58803,1,0,-999,-999,5.88016E+17,0.656723,1.94161E+17,-999,7.75917E+17,-999,1.23766E+18,0,8.09,0,0.033470824,8.08286095,8.30924,0.033470824,7.81,-99,-99,notineco,-99,-999,E,278323000,0,0,0,0,0.0269693,0,0.0231,0,0,1,0,ALFALFA,0,0,0,0,1,0,-16.1734,0,0,10.7921,1,10.6739,1,0,1,9.6975,410,8.7745,0,0,0,1.65664,1.6388,7.91,0,0,0,0,0,0,0,1.26418,1.16605,2.17037,1.99797,-16.4032,2.90416,0.163197,1.06939,0.259853,19.9979,0.171,0.0736,0,8.455,8.8724,0.532,0,0,419,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.727856858,-10998
rf0538,0.01,0.147239,0.02,0.01,0.45,0.04,16.63,0.08,-99,20.17,0.03,0.55558492,0.06,1.01,0.8,0.1,9.4215083,0.05,-99,-99,2.1,18.53,17.16,18.32,0.235074,1.23282,0.2,-99,18.24,0.73,0.18,5,-99,0.02,2.1677,2.91274,1.16996,1.08213,7.57,-99,4405.97,-99,0.02,-15.75,1.97785,18.2,0.19,0.02,0.04,4457,0.08,-99,0.02,16.04,19.54,0,1.23766E+18,-999,-999,4.03989E+18,-999,0.31387,0.54742,0.19223,1,0,-999,-999,5.88016E+17,0.765315,1.94442E+17,-999,4.03989E+18,-999,1.23766E+18,0,7.67,0,0.019257499,7.95294762,8.40584,0.019257499,7.51,-99,-99,notineco,-99,-999,E,507820000,0.371623,0,0,0,0.033129,8.56467,0.0377,2.83511,0,0,0,ALFALFA,148926000,0,166.716,-0.258699,3,0,-22.8158,0,0,12.8759,0,13.0789,1,0,9,9.6975,31,8.7745,0,0,0,4.56834,4.58241,7.57,0,?,0,0,0,0,0,1.16856,1.10848,2.07934,1.89642,-15.7882,2.8072,0.124194,1.03497,0.197698,20.4871,0.1615,0.123,0,8.465,9.84252,0.878785,0,0,31,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.189860224,-10998
rf0539,0.01,0.467076,0.02,0.01,0.14,0.04,15.36,0.08,-99,20.54,0.03,0.7100512,0.04,1.3,0.34,0.11,9.4993161,0.06,-99,-99,3.31,18.1,16.38,17.55,0.69572,1.85502,0.07,14.83,17.31,0.6,0.19,8.55,0.28,0.02,3.01939,3.79394,1.86009,1.63144,8.35,-99,4405.97,-99,0.03,-16.45,2.62957,17.16,0.2,0.03,0.04,4310.9,0.06,-99,0.02,15.78,19.25,0,1.23766E+18,-999,-999,4.41504E+17,-999,0.36827,0.41218,0.18592,1,0,-999,-999,5.87731E+17,0.600607,1.10561E+17,-999,4.41504E+17,-999,1.23766E+18,0,8.47,0,0.019341105,8.43734741,8.13049,0.024146517,8.17,-99,-99,notineco,-99,-999,E,256224000,0,0,0,0,0.0144653,0,0.0158,0,0,1,0,ALFALFA,0,0,0,0,3,0,-22.8158,0,0,12.8759,0,13.0789,1,0,9,9.6975,31,8.7745,0,0,0,0.109784,0.10827,8.35,0,0,0,0,0,0,0,1.70058,1.65429,2.76575,2.44765,-16.562,3.51282,0.392847,1.45802,0.589115,20.8732,0.169,0.1606,0,8.555,9.84252,0.878785,0,0,31,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.189860224,-10998
rf0540,0.01,0.706305,0.02,0.01,0,0.04,9.37,0.08,9.25,16.7,0.03,0.86428141,0.02,0.03,0.01,0.11,9.8059508,0.06,0.02,10.29,22.09,12.93,10.85,12.18,1.05491,2.50267,-0.1,9.53,11.76,0.4,0.19,71.1,0.02,0.02,4.05281,5.00578,2.60505,2.25644,10.87,-99,4405.97,-99,0.02,-21.84,3.45564,11.49,0.19,0.02,0.07,4332.7,0.02,0.03,0.02,9.55,14.46,0,1.23766E+18,-999,-999,7.77019E+17,-999,0.08525,0.09732,0.056569,1,0,-999,-999,5.88016E+17,0.549201,1.94442E+17,-999,7.77019E+17,-999,1.23766E+18,0,10.95,0,1.8166858,9.48487377,9.41584,4.5697871,10.63,-99,-99,notineco,-99,2,L,1925810000,0,0,2428280000,0,0.117351,17.7186,0.0522,6.88859,1,0,2772540000,ALFALFA,90413500,130951000,139.017,0,3,0,-22.8158,0,0,12.8759,1,13.0789,1,0,9,9.6975,31,8.7745,0,0,0,0.119941,0.953752,10.67,0,0,0,0,0,0,0,2.03327,2.03388,3.31568,2.88976,-22.2707,4.17217,0.502567,1.78498,0.751467,17.6065,0.1656,0.0926,0,10.885,9.84252,0.878785,0,0,31,11.81,1,11.81,12.86,20018,0,11.57,0,0,1,10017,12.88,11.56,0,-10998,0.057057394,-10998
